"ckId";"jId";"clicks";"landClicks";"orderValue"
"3184268081409038429";"2";"8";"com";"33.49"
"3184269424777500765";"1";"6";"com/others";"57.11"
"3184269424777500765";"2";"2";"com";"75.03"
"3184270729357049781";"1";"52";"com";"50.42"
"3184270729357049781";"2";"5";"com";"31.42"
"3184277659488108469";"1";"4";"com";"41.61"
"3184277659488108469";"2";"2";"com";"41.60"
"3184283612312765573";"1";"16";"com/others";"25.17"
"3184283612312765573";"2";"12";"com";"41.61"
"3184289558795662301";"1";"1";"com";"20.80"
"3184289558795662301";"2";"1";"com";"25.59"
"3184305662960074976";"1";"2";"com";"63.74"
"3184305662960074976";"2";"3";"com";"55.00"
"3184306358879008685";"1";"2";"com/others";"21.60"
"3184306358879008685";"2";"3";"com/others";"24.24"
"3184307091523244456";"1";"2";"com";"31.51"
"3184307091523244456";"2";"4";"com";"25.17"
"3184307405609504933";"1";"3";"com/others";"23.91"
"3184307405609504933";"2";"6";"com";"27.08"
"3184307502430819965";"1";"3";"others";"52.87"
"3184307502430819965";"2";"6";"com/others";"56.59"
"3184311256232232069";"1";"1";"com";"45.97"
"3184311256232232069";"2";"3";"com";"80.96"
"3184314076247366981";"1";"1";"others";"20.80"
"3184314076247366981";"2";"1";"com";"25.66"
"3184314294904821373";"1";"6";"com/others";"50.77"
"3184314294904821373";"2";"3";"com";"46.32"
"3184322902522608168";"1";"2";"com";"31.51"
"3184322902522608168";"2";"14";"com";"33.57"
"3184326105477681317";"1";"5";"com";"25.66"
"3184326105477681317";"2";"15";"com";"20.80"
"3184328770387451205";"1";"4";"com";"25.17"
"3184328770387451205";"2";"1";"com";"20.59"
"3184336900475338677";"1";"1";"com";"83.07"
"3184336900475338677";"2";"8";"com";"38.20"
"3184338669985075365";"1";"2";"others";"62.57"
"3184338669985075365";"2";"3";"com";"82.98"
"3184340792537781885";"1";"1";"com";"97.00"
"3184340792537781885";"2";"1";"com";"97.00"
"3184343861090596781";"1";"3";"others";"20.80"
"3184343861090596781";"2";"4";"com";"36.50"
"3184344908827727965";"1";"1";"others";"41.60"
"3184344908827727965";"2";"2";"com";"41.60"
"3184344910539002021";"1";"13";"com/others";"27.40"
"3184344910539002021";"2";"14";"com";"41.97"
"3184345786544568237";"1";"3";"com/others";"15.80"
"3184345786544568237";"2";"13";"com";"37.69"
"3184346335310525405";"1";"1";"com";"20.80"
"3184346335310525405";"2";"2";"com/others";"20.80"
"3184348449994717736";"1";"2";"com/others";"20.80"
"3184348449994717736";"2";"1";"com";"20.80"
"3184350265591478189";"1";"3";"com";"20.80"
"3184350265591478189";"2";"2";"com";"25.66"
"3184350423079198021";"1";"1";"com";"20.80"
"3184350423079198021";"2";"1";"com";"63.41"
"3184351898182367149";"1";"2";"com";"15.80"
"3184351898182367149";"2";"8";"com";"40.97"
"3184356021384517245";"1";"3";"com";"27.52"
"3184356021384517245";"2";"8";"com";"45.98"
"3184358205492826536";"1";"5";"com";"46.32"
"3184358205492826536";"2";"1";"com";"25.17"
"3184362143977846992";"1";"1";"com";"20.80"
"3184362143977846992";"2";"1";"com";"21.60"
"3184372295737020840";"1";"1";"others";"19.18"
"3184372295737020840";"2";"2";"com";"36.65"
"3184375329326119120";"1";"4";"com";"30.00"
"3184375329326119120";"2";"2";"com";"21.60"
"3184377802925292072";"1";"3";"com/others";"83.48"
"3184377802925292072";"2";"2";"com";"75.00"
"3184380440991512784";"1";"3";"com";"39.71"
"3184380440991512784";"2";"1";"com";"20.80"
"3184388491974810949";"1";"2";"com/others";"27.52"
"3184388491974810949";"2";"2";"com/others";"28.99"
"3184392070118776133";"1";"9";"com/others";"47.73"
"3184392070118776133";"2";"1";"com";"16.76"
"3184392551943635168";"1";"7";"com";"81.04"
"3184392551943635168";"2";"4";"com";"39.03"
"3184399722878089768";"1";"13";"com/others";"40.67"
"3184399722878089768";"2";"5";"com";"45.13"
"3184401083107655605";"1";"2";"others";"20.80"
"3184401083107655605";"2";"1";"com";"35.80"
"3184401797145958013";"1";"7";"com";"60.55"
"3184401797145958013";"2";"14";"com";"16.60"
"3184407838537555269";"1";"5";"com/others";"31.68"
"3184407838537555269";"2";"9";"com";"38.07"
"3184414759843798341";"1";"5";"com";"86.95"
"3184414759843798341";"2";"4";"com";"102.65"
"3184416081737420965";"1";"1";"com";"20.80"
"3184416081737420965";"2";"2";"com";"16.60"
"3184419608828314757";"1";"1";"others";"20.80"
"3184419608828314757";"2";"2";"com";"25.66"
"3184421546462545029";"1";"2";"com";"73.11"
"3184421546462545029";"2";"2";"com";"75.13"
"3184424033399604357";"1";"1";"com";"41.60"
"3184424033399604357";"2";"1";"com";"62.40"
"3184426119696758701";"1";"2";"com/others";"22.56"
"3184426119696758701";"2";"4";"com";"21.60"
"3184426993034739637";"1";"1";"com";"55.04"
"3184426993034739637";"2";"2";"com";"77.31"
"3184428777224550952";"1";"12";"com";"16.76"
"3184428777224550952";"2";"7";"com";"16.76"
"3184431600830002141";"1";"3";"com/others";"49.79"
"3184431600830002141";"2";"3";"com";"45.77"
"3184440646987423045";"1";"1";"others";"20.80"
"3184440646987423045";"2";"5";"com";"21.60"
"3184451688996025309";"1";"2";"com/others";"20.80"
"3184451688996025309";"2";"4";"com";"23.90"
"3184452381962147453";"1";"5";"com/others";"25.66"
"3184452381962147453";"2";"11";"com";"60.67"
"3184455517405712549";"1";"1";"com";"22.56"
"3184455517405712549";"2";"12";"com/others";"25.66"
"3184467448338332200";"1";"10";"com";"64.42"
"3184467448338332200";"2";"15";"com";"90.71"
"3184485659502983085";"1";"1";"com";"41.60"
"3184485659502983085";"2";"2";"com";"25.66"
"3184490488170287528";"1";"3";"com";"20.80"
"3184490488170287528";"2";"1";"com";"23.06"
"3184490922851176613";"1";"1";"others";"38.20"
"3184490922851176613";"2";"5";"com/others";"70.52"
"3184491511832130525";"1";"1";"others";"71.02"
"3184491511832130525";"2";"1";"com";"38.36"
"3184495061354156456";"1";"3";"com";"45.76"
"3184495061354156456";"2";"9";"com";"45.97"
"3184497406087542992";"1";"5";"com";"69.22"
"3184497406087542992";"2";"4";"com";"66.76"
"3184506652715914877";"1";"4";"com";"28.99"
"3184506652715914877";"2";"13";"com";"33.04"
"3184520544938623200";"1";"16";"com";"28.57"
"3184520544938623200";"2";"25";"com";"70.19"
"3184524604890692136";"1";"8";"com/others";"47.69"
"3184524604890692136";"2";"10";"com";"53.54"
"3184525304685148368";"1";"1";"others";"20.80"
"3184525304685148368";"2";"1";"com";"27.52"
"3184540988043428997";"1";"1";"others";"38.20"
"3184540988043428997";"2";"2";"com";"25.17"
"3184556228734882216";"1";"1";"others";"48.32"
"3184556228734882216";"2";"2";"com";"43.53"
"3184557791968760232";"1";"3";"others";"23.11"
"3184557791968760232";"2";"4";"com/others";"62.40"
"3184578902974533797";"1";"1";"com";"27.27"
"3184578902974533797";"2";"1";"com";"41.76"
"3184581501798856912";"1";"4";"com";"45.83"
"3184581501798856912";"2";"2";"com";"16.76"
"3184581828753233533";"1";"4";"com";"48.32"
"3184581828753233533";"2";"3";"com";"58.57"
"3184586880070990376";"1";"2";"others";"59.79"
"3184586880070990376";"2";"4";"com";"33.49"
"3184587476987559861";"1";"3";"com";"20.80"
"3184587476987559861";"2";"1";"com";"39.71"
"3184588568446122536";"1";"3";"com/others";"12.39"
"3184588568446122536";"2";"8";"com/others";"16.60"
"3184591856260364496";"1";"11";"com/others";"170.93"
"3184591856260364496";"2";"1";"com";"62.78"
"3184593125725176965";"1";"2";"com/others";"71.59"
"3184593125725176965";"2";"7";"com/others";"58.98"
"3184672430132041341";"1";"1";"com";"80.95"
"3184672430132041341";"2";"1";"com";"82.22"
"3184734536516769405";"1";"24";"com/others";"60.66"
"3184734536516769405";"2";"1";"com";"23.90"
"3184899206770856360";"1";"4";"com/others";"111.01"
"3184899206770856360";"2";"3";"com";"64.57"
"3184922758609909677";"1";"1";"com";"20.80"
"3184922758609909677";"2";"1";"com";"20.80"
"3184955085654331557";"1";"11";"com";"22.27"
"3184955085654331557";"2";"2";"com";"22.27"
"3184961653548521565";"1";"7";"com/others";"53.82"
"3184961653548521565";"2";"5";"com";"20.80"
"3184963092261902429";"1";"16";"com/others";"55.09"
"3184963092261902429";"2";"3";"com/others";"69.19"
"3184963233626718432";"1";"2";"com/others";"11.66"
"3184963233626718432";"2";"7";"com";"10.80"
"3184984678767532125";"1";"8";"com/others";"22.27"
"3184984678767532125";"2";"6";"com";"8.36"
"3184989699097761405";"1";"9";"com";"24.17"
"3184989699097761405";"2";"7";"com";"18.11"
"3185024464408557485";"1";"2";"com/others";"20.80"
"3185024464408557485";"2";"5";"com";"27.56"
"3185027714675376352";"1";"2";"com";"37.40"
"3185027714675376352";"2";"2";"com";"27.73"
"3185036211597086885";"1";"2";"com";"91.78"
"3185036211597086885";"2";"5";"com";"68.70"
"3185049551799058656";"1";"1";"com";"99.09"
"3185049551799058656";"2";"1";"com";"41.60"
"3185050809939267749";"1";"15";"com";"60.87"
"3185050809939267749";"2";"3";"com";"16.76"
"3185059813499352029";"1";"2";"com";"37.40"
"3185059813499352029";"2";"10";"com";"16.76"
"3185066634075177184";"1";"4";"com";"20.80"
"3185066634075177184";"2";"11";"com";"37.42"
"3185067652636752424";"1";"1";"com";"25.97"
"3185067652636752424";"2";"13";"com";"33.35"
"3185068525874068008";"1";"6";"com";"41.66"
"3185068525874068008";"2";"2";"com";"55.76"
"3185072136716828597";"1";"5";"others";"78.20"
"3185072136716828597";"2";"1";"com";"62.56"
"3185074915007018925";"1";"4";"com";"45.77"
"3185074915007018925";"2";"1";"com";"45.77"
"3185078549086214237";"1";"23";"com/others";"29.52"
"3185078549086214237";"2";"7";"com";"18.28"
"3185079895256465632";"1";"11";"com";"25.01"
"3185079895256465632";"2";"5";"com";"77.86"
"3185082484450670800";"1";"12";"com";"41.46"
"3185082484450670800";"2";"7";"com";"25.66"
"3185083158022338768";"1";"1";"com";"75.42"
"3185083158022338768";"2";"3";"com/others";"100.19"
"3185083727608814917";"1";"1";"com";"31.51"
"3185083727608814917";"2";"1";"others";"45.80"
"3185084559926493408";"1";"11";"com";"116.45"
"3185084559926493408";"2";"16";"com";"55.76"
"3185085262187214765";"1";"1";"com";"31.51"
"3185085262187214765";"2";"1";"com";"20.80"
"3185085493763129269";"1";"1";"com";"63.02"
"3185085493763129269";"2";"13";"com";"16.60"
"3185090284094503120";"1";"7";"com";"27.52"
"3185090284094503120";"2";"1";"com";"25.17"
"3185090356739838376";"1";"7";"com";"23.11"
"3185090356739838376";"2";"6";"com";"58.34"
"3185094743595955165";"1";"3";"com/others";"25.66"
"3185094743595955165";"2";"40";"com/others";"42.80"
"3185096163535624285";"1";"2";"com";"20.17"
"3185096163535624285";"2";"1";"com";"21.60"
"3185099246936266365";"1";"1";"others";"69.80"
"3185099246936266365";"2";"5";"com/others";"45.65"
"3185102987181701672";"1";"6";"com/others";"48.90"
"3185102987181701672";"2";"14";"com";"25.17"
"3185103011542210173";"1";"1";"com";"31.51"
"3185103011542210173";"2";"2";"com";"16.76"
"3185104133300420832";"1";"4";"com";"25.66"
"3185104133300420832";"2";"5";"com";"16.76"
"3185104432421408933";"1";"2";"com";"31.51"
"3185104432421408933";"2";"28";"com";"45.97"
"3185104549543165877";"1";"2";"com";"23.11"
"3185104549543165877";"2";"2";"com";"20.80"
"3185105737353266309";"1";"3";"com";"121.01"
"3185105737353266309";"2";"4";"com";"97.30"
"3185106455787223248";"1";"1";"others";"20.80"
"3185106455787223248";"2";"1";"com";"41.60"
"3185109090598664744";"1";"2";"com";"32.73"
"3185109090598664744";"2";"1";"com";"25.66"
"3185109211512053061";"1";"7";"com";"78.02"
"3185109211512053061";"2";"6";"com";"65.79"
"3185113238983414184";"1";"12";"com";"41.60"
"3185113238983414184";"2";"1";"com";"27.40"
"3185120302661107936";"1";"1";"com";"27.48"
"3185120302661107936";"2";"8";"com/others";"41.97"
"3185123901793377605";"1";"12";"com";"33.57"
"3185123901793377605";"2";"4";"com";"45.71"
"3185126775965352160";"1";"13";"com/others";"62.23"
"3185126775965352160";"2";"9";"com";"25.17"
"3185127047739478440";"1";"8";"com/others";"18.91"
"3185127047739478440";"2";"1";"others";"18.91"
"3185130013884170165";"1";"2";"com";"25.66"
"3185130013884170165";"2";"1";"com";"16.76"
"3185130651284148648";"1";"2";"others";"30.00"
"3185130651284148648";"2";"4";"com/others";"27.73"
"3185130692891640965";"1";"4";"com";"45.77"
"3185130692891640965";"2";"18";"com";"29.37"
"3185133293527906856";"1";"6";"com";"41.26"
"3185133293527906856";"2";"7";"com";"16.76"
"3185138980215603125";"1";"17";"com/others";"43.49"
"3185138980215603125";"2";"76";"com";"44.45"
"3185141074179920037";"1";"1";"com";"27.52"
"3185141074179920037";"2";"3";"com";"39.71"
"3185143435556304813";"1";"9";"com";"22.56"
"3185143435556304813";"2";"14";"com";"29.37"
"3185150053681477549";"1";"4";"com";"25.17"
"3185150053681477549";"2";"4";"com";"33.51"
"3185151097710852013";"1";"2";"com/others";"45.80"
"3185151097710852013";"2";"4";"com";"23.11"
"3185151245232902309";"1";"16";"com/others";"25.17"
"3185151245232902309";"2";"1";"com";"42.26"
"3185152130449160744";"1";"7";"com";"23.11"
"3185152130449160744";"2";"1";"com";"16.76"
"3185152176905261221";"1";"6";"com";"23.11"
"3185152176905261221";"2";"1";"com";"33.20"
"3185153893533227101";"1";"6";"com/others";"20.99"
"3185153893533227101";"2";"11";"com";"25.00"
"3185155672320784936";"1";"1";"com";"28.99"
"3185155672320784936";"2";"1";"com";"57.98"
"3185159129903674333";"1";"4";"com";"41.97"
"3185159129903674333";"2";"2";"com";"41.77"
"3185161545990538373";"1";"1";"others";"27.52"
"3185161545990538373";"2";"1";"others";"27.52"
"3185165022045143264";"1";"1";"com";"24.79"
"3185165022045143264";"2";"5";"com";"45.80"
"3185165239796635261";"1";"2";"com";"20.80"
"3185165239796635261";"2";"1";"com";"20.80"
"3185172393047898664";"1";"1";"com";"31.51"
"3185172393047898664";"2";"1";"com";"13.36"
"3185173837515855965";"1";"2";"com/others";"36.65"
"3185173837515855965";"2";"2";"com";"25.17"
"3185173854846714080";"1";"1";"com";"31.51"
"3185173854846714080";"2";"4";"com";"79.06"
"3185174754239713704";"1";"8";"com/others";"22.27"
"3185174754239713704";"2";"2";"com";"25.17"
"3185175532333446109";"1";"17";"com/others";"25.50"
"3185175532333446109";"2";"8";"com";"29.36"
"3185178897121556397";"1";"19";"com/others";"22.17"
"3185178897121556397";"2";"7";"com/others";"45.66"
"3185180021782224197";"1";"2";"com";"39.83"
"3185180021782224197";"2";"3";"com";"25.17"
"3185181500744153640";"1";"4";"com/others";"45.77"
"3185181500744153640";"2";"8";"com";"29.37"
"3185185442567819429";"1";"2";"com";"46.17"
"3185185442567819429";"2";"1";"com";"25.17"
"3185186188348621024";"1";"2";"com/others";"54.03"
"3185186188348621024";"2";"3";"com/others";"55.47"
"3185186834237886629";"1";"4";"com";"87.48"
"3185186834237886629";"2";"1";"com";"61.98"
"3185190300947593768";"1";"2";"com";"21.51"
"3185190300947593768";"2";"4";"com/others";"62.26"
"3185190367486021797";"1";"10";"com";"33.52"
"3185190367486021797";"2";"1";"com";"16.76"
"3185191465034725293";"1";"2";"com";"23.91"
"3185191465034725293";"2";"7";"com";"21.60"
"3185192978104726493";"1";"3";"com";"39.71"
"3185192978104726493";"2";"1";"com";"16.76"
"3185195666620023941";"1";"2";"com";"21.51"
"3185195666620023941";"2";"3";"com";"48.06"
"3185197531961243856";"1";"4";"com";"70.74"
"3185197531961243856";"2";"9";"com";"38.32"
"3185198412463086917";"1";"2";"com";"36.50"
"3185198412463086917";"2";"9";"com";"21.60"
"3185199703520188029";"1";"3";"com";"75.84"
"3185199703520188029";"2";"2";"com";"69.12"
"3185199714727367080";"1";"1";"com";"31.51"
"3185199714727367080";"2";"6";"com";"25.17"
"3185200360717301677";"1";"6";"com/others";"54.41"
"3185200360717301677";"2";"15";"com";"16.76"
"3185203951142178981";"1";"2";"com";"37.40"
"3185203951142178981";"2";"2";"com";"33.04"
"3185211219250255965";"1";"2";"com";"68.66"
"3185211219250255965";"2";"2";"com";"83.72"
"3185212392464201645";"1";"2";"com/others";"28.99"
"3185212392464201645";"2";"2";"com";"40.93"
"3185212487674892453";"1";"5";"com";"33.20"
"3185212487674892453";"2";"3";"com";"31.47"
"3185213490180667944";"1";"5";"com/others";"18.99"
"3185213490180667944";"2";"1";"others";"15.50"
"3185213844112802949";"1";"1";"com";"42.82"
"3185213844112802949";"2";"2";"com";"20.80"
"3185215018585045544";"1";"6";"com/others";"63.00"
"3185215018585045544";"2";"12";"com";"25.17"
"3185215854459486432";"1";"6";"com/others";"29.20"
"3185215854459486432";"2";"3";"com";"62.89"
"3185216403896549301";"1";"15";"com/others";"117.61"
"3185216403896549301";"2";"9";"com";"87.36"
"3185217804458530429";"1";"6";"com";"25.00"
"3185217804458530429";"2";"4";"com";"16.76"
"3185218450834341813";"1";"7";"com";"37.40"
"3185218450834341813";"2";"1";"com";"71.07"
"3185219269075941293";"1";"1";"others";"66.42"
"3185219269075941293";"2";"1";"com";"89.67"
"3185223634809536437";"1";"6";"com/others";"19.18"
"3185223634809536437";"2";"1";"com";"19.18"
"3185228151118641069";"1";"2";"com";"50.34"
"3185228151118641069";"2";"2";"com";"25.00"
"3185228195276272605";"1";"6";"com/others";"36.60"
"3185228195276272605";"2";"5";"com";"37.56"
"3185228559828402101";"1";"1";"com";"50.08"
"3185228559828402101";"2";"1";"com";"25.66"
"3185228828465182637";"1";"5";"com";"43.22"
"3185228828465182637";"2";"8";"com";"58.68"
"3185229332771517405";"1";"8";"com";"41.60"
"3185229332771517405";"2";"6";"com";"20.80"
"3185229932372434245";"1";"10";"com/others";"45.77"
"3185229932372434245";"2";"6";"com";"36.35"
"3185231946410104925";"1";"6";"com";"22.56"
"3185231946410104925";"2";"2";"com";"76.51"
"3185238523129117224";"1";"4";"com";"50.08"
"3185238523129117224";"2";"3";"com";"25.17"
"3185238646877851813";"1";"6";"com";"58.75"
"3185238646877851813";"2";"15";"com";"92.14"
"3185243652762894560";"1";"7";"com";"43.53"
"3185243652762894560";"2";"4";"com";"66.61"
"3185252605102134909";"1";"4";"com";"45.83"
"3185252605102134909";"2";"24";"com";"70.63"
"3185257761394931920";"1";"1";"com";"27.52"
"3185257761394931920";"2";"5";"com/others";"78.80"
"3185257992719171808";"1";"1";"others";"64.25"
"3185257992719171808";"2";"3";"others";"30.00"
"3185259727181330349";"1";"1";"com";"71.28"
"3185259727181330349";"2";"1";"com";"85.93"
"3185260265293755357";"1";"1";"com";"20.80"
"3185260265293755357";"2";"1";"com";"16.76"
"3185260430230557096";"1";"1";"com";"56.30"
"3185260430230557096";"2";"2";"com";"74.76"
"3185275096101041117";"1";"9";"com";"25.17"
"3185275096101041117";"2";"9";"com";"50.20"
"3185275891122963589";"1";"1";"others";"60.50"
"3185275891122963589";"2";"1";"com";"20.80"
"3185282814123708840";"1";"3";"com";"53.95"
"3185282814123708840";"2";"2";"com";"18.07"
"3185288351057973672";"1";"1";"others";"23.91"
"3185288351057973672";"2";"1";"com";"23.91"
"3185289332608995493";"1";"2";"com";"31.51"
"3185289332608995493";"2";"8";"com";"30.00"
"3185296434790404261";"1";"3";"com";"31.51"
"3185296434790404261";"2";"6";"com";"16.76"
"3185307394305432901";"1";"3";"com";"23.11"
"3185307394305432901";"2";"4";"com";"16.75"
"3185309667819526237";"1";"1";"com";"45.12"
"3185309667819526237";"2";"2";"com";"56.30"
"3185310553119658149";"1";"9";"com";"31.95"
"3185310553119658149";"2";"17";"com";"47.75"
"3185311010835666557";"1";"1";"others";"48.28"
"3185311010835666557";"2";"4";"com";"78.60"
"3185313666752844200";"1";"6";"com";"15.80"
"3185313666752844200";"2";"11";"com";"25.17"
"3185315771907586256";"1";"1";"others";"45.97"
"3185315771907586256";"2";"6";"com";"37.40"
"3185316518946681821";"1";"1";"others";"20.80"
"3185316518946681821";"2";"1";"com";"22.56"
"3185316570603722845";"1";"1";"others";"41.47"
"3185316570603722845";"2";"1";"com";"53.32"
"3185318518304282237";"1";"2";"com";"27.52"
"3185318518304282237";"2";"2";"com";"23.11"
"3185319935509279709";"1";"3";"com";"21.60"
"3185319935509279709";"2";"1";"com";"41.60"
"3185333712287964485";"1";"2";"com";"91.69"
"3185333712287964485";"2";"1";"com";"39.16"
"3185337060097538256";"1";"2";"com";"55.85"
"3185337060097538256";"2";"1";"com";"52.50"
"3185338783738380512";"1";"1";"com";"22.56"
"3185338783738380512";"2";"15";"com";"68.86"
"3185339428537119709";"1";"28";"com";"33.50"
"3185339428537119709";"2";"16";"com";"19.37"
"3185339439089989549";"1";"2";"com/others";"51.31"
"3185339439089989549";"2";"1";"com";"47.74"
"3185343261979980765";"1";"2";"com";"52.31"
"3185343261979980765";"2";"4";"com";"85.07"
"3185344838434308021";"1";"3";"com";"54.84"
"3185344838434308021";"2";"3";"com";"60.89"
"3185346342679491549";"1";"5";"com/others";"36.52"
"3185346342679491549";"2";"36";"com/others";"32.00"
"3185355563034752941";"1";"9";"com";"77.27"
"3185355563034752941";"2";"5";"com";"39.70"
"3185361754095894453";"1";"2";"com";"31.51"
"3185361754095894453";"2";"12";"com";"33.49"
"3185364942370912173";"1";"2";"com/others";"40.75"
"3185364942370912173";"2";"1";"com";"84.00"
"3185365124554699741";"1";"16";"com/others";"27.52"
"3185365124554699741";"2";"10";"com";"22.56"
"3185365948500555693";"1";"6";"com/others";"25.66"
"3185365948500555693";"2";"2";"com";"16.76"
"3185367105172148648";"1";"1";"com";"20.80"
"3185367105172148648";"2";"2";"com";"30.18"
"3185367397565470333";"1";"1";"com";"20.80"
"3185367397565470333";"2";"1";"com";"49.97"
"3185370927273620445";"1";"2";"com";"25.66"
"3185370927273620445";"2";"1";"com";"45.97"
"3185371297077007997";"1";"26";"com/others";"41.60"
"3185371297077007997";"2";"16";"com";"41.93"
"3185371376450017373";"1";"12";"com";"35.46"
"3185371376450017373";"2";"2";"com";"16.75"
"3185375349747745925";"1";"3";"com";"21.60"
"3185375349747745925";"2";"1";"com";"45.77"
"3185378523476925765";"1";"1";"com";"31.51"
"3185378523476925765";"2";"4";"com";"23.11"
"3185380267938291013";"1";"1";"com";"31.51"
"3185380267938291013";"2";"2";"com";"16.76"
"3185381629711352032";"1";"3";"com";"66.26"
"3185381629711352032";"2";"1";"com";"22.73"
"3185382397151558184";"1";"1";"others";"93.28"
"3185382397151558184";"2";"2";"com";"42.26"
"3185384339433076944";"1";"20";"com";"23.53"
"3185384339433076944";"2";"6";"com";"16.72"
"3185388987711755901";"1";"15";"com";"21.00"
"3185388987711755901";"2";"10";"com";"16.76"
"3185389105387147688";"1";"6";"com";"84.84"
"3185389105387147688";"2";"6";"com";"20.99"
"3185389937134411077";"1";"7";"com/others";"61.01"
"3185389937134411077";"2";"3";"com";"22.56"
"3185390158191016488";"1";"23";"com";"21.60"
"3185390158191016488";"2";"2";"com";"63.51"
"3185391407858718813";"1";"1";"com";"20.80"
"3185391407858718813";"2";"3";"com";"25.66"
"3185392043077665925";"1";"2";"com";"20.80"
"3185392043077665925";"2";"3";"com";"41.32"
"3185392059552905768";"1";"2";"com";"20.80"
"3185392059552905768";"2";"4";"com";"16.76"
"3185400059231475805";"1";"4";"com";"45.83"
"3185400059231475805";"2";"2";"com";"16.76"
"3185402212838807645";"1";"1";"com";"20.80"
"3185402212838807645";"2";"2";"com";"20.80"
"3185402478824789629";"1";"4";"com/others";"45.18"
"3185402478824789629";"2";"1";"com";"25.17"
"3185402803631689893";"1";"1";"others";"20.80"
"3185402803631689893";"2";"1";"com";"20.80"
"3185403270239650949";"1";"2";"com/others";"20.80"
"3185403270239650949";"2";"1";"com";"20.80"
"3185404049306432477";"1";"5";"com";"48.39"
"3185404049306432477";"2";"4";"com";"45.68"
"3185408997796614309";"1";"1";"com";"48.28"
"3185408997796614309";"2";"1";"com";"25.17"
"3185413912447169501";"1";"3";"com/others";"25.17"
"3185413912447169501";"2";"1";"com";"31.65"
"3185414639521379293";"1";"14";"com";"37.56"
"3185414639521379293";"2";"5";"com";"36.93"
"3185415113343504549";"1";"2";"com";"51.46"
"3185415113343504549";"2";"2";"com";"23.11"
"3185418243082819197";"1";"1";"others";"20.80"
"3185418243082819197";"2";"2";"com";"23.90"
"3185425987093403741";"1";"2";"com";"23.90"
"3185425987093403741";"2";"6";"com";"38.30"
"3185428341540796624";"1";"1";"com";"20.80"
"3185428341540796624";"2";"2";"com";"23.91"
"3185428661499068640";"1";"16";"com";"39.50"
"3185428661499068640";"2";"1";"com";"50.17"
"3185431145399485573";"1";"8";"com/others";"24.24"
"3185431145399485573";"2";"3";"com";"22.56"
"3185431488946509917";"1";"1";"others";"20.80"
"3185431488946509917";"2";"1";"com";"25.66"
"3185432513262664232";"1";"2";"com";"20.59"
"3185432513262664232";"2";"6";"com";"41.76"
"3185433297463287109";"1";"3";"com";"41.60"
"3185433297463287109";"2";"3";"com";"25.66"
"3185439483608699045";"1";"2";"com/others";"15.80"
"3185439483608699045";"2";"4";"com";"30.01"
"3185443640667282757";"1";"1";"com";"19.08"
"3185443640667282757";"2";"4";"com";"17.39"
"3185449950058124925";"1";"8";"com";"29.57"
"3185449950058124925";"2";"1";"com";"23.50"
"3185450799371139624";"1";"2";"com/others";"34.12"
"3185450799371139624";"2";"7";"com/others";"36.53"
"3185467559306592480";"1";"10";"com/others";"35.67"
"3185467559306592480";"2";"13";"com";"62.41"
"3185469065598603688";"1";"1";"com";"38.20"
"3185469065598603688";"2";"1";"com";"20.80"
"3185488864106002640";"1";"7";"com";"16.76"
"3185488864106002640";"2";"1";"com";"60.29"
"3185494289740203141";"1";"2";"com";"47.90"
"3185494289740203141";"2";"4";"com";"56.47"
"3185495118517899688";"1";"14";"com";"82.62"
"3185495118517899688";"2";"20";"com";"41.93"
"3185501720587278429";"1";"1";"com";"20.80"
"3185501720587278429";"2";"6";"com";"49.45"
"3185504003312071645";"1";"4";"com";"73.03"
"3185504003312071645";"2";"9";"com";"20.80"
"3185509428124188896";"1";"1";"com";"31.30"
"3185509428124188896";"2";"3";"com";"47.73"
"3185509724493713832";"1";"1";"com";"50.08"
"3185509724493713832";"2";"1";"others";"44.12"
"3185515764106925693";"1";"25";"com";"28.99"
"3185515764106925693";"2";"3";"com";"25.17"
"3185520430689565224";"1";"14";"com";"10.50"
"3185520430689565224";"2";"1";"com";"25.17"
"3185521095369307101";"1";"1";"others";"48.32"
"3185521095369307101";"2";"2";"com";"20.80"
"3185523681392605392";"1";"9";"com";"41.78"
"3185523681392605392";"2";"1";"com";"83.29"
"3185523866931838901";"1";"14";"com/others";"83.20"
"3185523866931838901";"2";"5";"com";"37.40"
"3185535462236240080";"1";"4";"com";"20.80"
"3185535462236240080";"2";"24";"com";"16.76"
"3185535638866761341";"1";"3";"com";"20.80"
"3185535638866761341";"2";"5";"com/others";"25.66"
"3185538284801495464";"1";"1";"com";"45.59"
"3185538284801495464";"2";"8";"com";"25.80"
"3185545171915768032";"1";"1";"com";"28.99"
"3185545171915768032";"2";"1";"com";"28.99"
"3185548042933649333";"1";"6";"com";"76.98"
"3185548042933649333";"2";"3";"com";"86.42"
"3185550664172322741";"1";"2";"com";"39.45"
"3185550664172322741";"2";"3";"com";"21.95"
"3185552558991097781";"1";"3";"com/others";"20.80"
"3185552558991097781";"2";"12";"com";"20.80"
"3185552594038700240";"1";"2";"com/others";"20.80"
"3185552594038700240";"2";"13";"com/others";"37.59"
"3185557437218291936";"1";"1";"com";"20.80"
"3185557437218291936";"2";"3";"com/others";"20.80"
"3185564738377483397";"1";"4";"com";"49.98"
"3185564738377483397";"2";"5";"com";"37.42"
"3185565451224614021";"1";"2";"com";"23.99"
