ckId;jId;clicks;orderValue
701;2;11;41.6
702;1;45;20.59
702;2;20;33.51
703;1;1;46.73
703;2;2;38.82
704;1;28;45.97
704;2;12;73.36
705;1;7;41.77
705;2;5;52.47
706;1;1;20.8
706;2;2;39.79
707;1;1;43.36
707;2;2;77.52
708;1;4;27.52
708;2;2;62.1
709;1;1;20.8
709;2;1;20.8
710;1;5;61.17
710;2;1;40.8
711;1;1;44.79
711;2;4;25
712;1;2;20.8
712;2;1;28.99
713;1;1;40.97
713;2;7;60.3
714;1;4;22.56
714;2;1;25.66
715;1;1;41.6
715;2;5;45.67
716;1;1;52.28
716;2;1;73.07
717;1;3;25.17
717;2;3;16.76
718;1;2;28.99
718;2;1;20.17
719;1;3;33.2
719;2;1;27.73
720;1;9;44.5
720;2;10;16.6
721;1;3;55.04
721;2;2;58.24
722;1;3;39.71
722;2;2;55.36
723;1;3;21.6
723;2;13;41.46
724;1;9;46.6
724;2;1;25.66
725;1;1;70.29
725;2;1;27.52
726;1;6;23.11
726;2;8;13.36
727;1;3;48.32
727;2;1;28.99
728;1;2;26.01
728;2;7;25.66
729;1;31;21.66
729;2;54;32.36
730;1;5;78.99
730;2;5;35.13
731;1;1;22.56
731;2;1;27.52
732;1;1;20.8
732;2;1;21.68
733;1;2;20.8
733;2;4;31.3
734;1;6;41.46
734;2;2;37.26
735;1;14;63.21
735;2;7;74.87
736;1;3;26
736;2;1;56.48
737;1;16;45.02
737;2;15;16.6
738;1;42;22.27
738;2;44;13.24
739;1;3;199.88
739;2;2;45.12
740;1;2;62.23
740;2;1;56.47
741;1;1;52.52
741;2;5;25.17
742;1;1;28.99
742;2;1;30.17
743;1;1;48.32
743;2;2;27.69
744;1;3;47.27
744;2;8;104.33
745;1;8;20.8
745;2;2;18.32
746;1;3;78.58
746;2;2;59.83
747;1;16;15.8
747;2;4;21.61
748;1;1;20.8
748;2;2;62.4
749;1;2;20.17
749;2;3;66.43
750;1;7;25.34
750;2;2;13.73
751;1;73;36.8
751;2;4;19.2
752;1;1;28.99
752;2;3;20.8
753;1;17;20.59
753;2;14;20.59
754;1;7;32.83
754;2;32;49.37
755;1;20;45.29
755;2;2;37.2
756;1;44;10.5
756;2;1;10.5
757;1;12;36.6
757;2;28;74.8
758;1;26;41.77
758;2;9;41.77
759;1;5;20.59
759;2;5;16.76
760;1;2;20.8
760;2;7;16.6
761;1;8;27.52
761;2;5;25.17
762;1;1;23.58
762;2;1;23.58
763;1;1;55.72
763;2;3;20.8
764;1;4;56.32
764;2;9;55.67
765;1;3;28.99
765;2;12;68.87
766;1;12;30
766;2;9;54.23
767;1;2;48.49
767;2;3;64.84
768;1;1;37.41
768;2;1;28.99
769;1;1;43.91
769;2;2;91.19
770;1;5;37.4
770;2;3;25.17
771;1;2;44.79
771;2;4;75.35
772;1;1;22.56
772;2;1;20.8
773;1;6;37.4
773;2;3;50.36
774;1;1;40.51
774;2;1;35.25
775;1;14;34.36
775;2;29;34.36
776;1;1;71.85
776;2;1;38.44
777;1;10;50.11
777;2;35;33.49
778;1;11;22.27
778;2;8;17.27
779;1;7;126.52
779;2;16;75.44
780;1;13;22.56
780;2;11;49.01
781;1;5;35.3
781;2;6;64.92
782;1;7;48.95
782;2;5;42.4
783;1;37;16.6
783;2;22;63.24
784;1;3;23.11
784;2;4;20.8
785;1;1;44.41
785;2;1;21.6
786;1;7;57.15
786;2;4;62.4
787;1;3;25.17
787;2;11;17.48
788;1;65;22.17
788;2;21;18.9
789;1;9;39.07
789;2;8;25.17
790;1;1;25.17
790;2;1;14.87
791;1;1;20.8
791;2;1;25.66
792;1;2;107.16
792;2;7;33.49
793;1;1;20.8
793;2;2;50.62
794;1;34;56.1
794;2;4;20.8
795;1;2;78.32
795;2;1;67.44
796;1;4;74.98
796;2;13;70.83
797;1;1;50.25
797;2;2;41.09
798;1;2;39.16
798;2;3;35.5
799;1;1;45.59
799;2;1;44.79
800;1;1;20.8
800;2;3;22.56
801;1;1;20.8
801;2;4;25.66
802;1;1;43.36
802;2;3;25.66
803;1;9;33.36
803;2;4;27.75
804;1;1;20.8
804;2;1;20.8
805;1;2;20.8
805;2;1;25.66
806;1;1;20.8
806;2;3;20.8
807;1;1;20.8
807;2;1;20.8
808;1;1;20.8
808;2;2;28.99
809;1;2;28.99
809;2;1;28.99
810;1;1;43.36
810;2;4;22.56
811;1;1;20.8
811;2;4;24.79
812;1;12;22.17
812;2;6;43.16
813;1;2;48.32
813;2;1;25.17
814;1;1;20.8
814;2;1;20.8
815;1;1;37.4
815;2;1;37.56
816;1;9;41.6
816;2;1;41.6
817;1;6;25.66
817;2;2;25.66
818;1;3;27.52
818;2;1;22.56
819;1;4;50.59
819;2;12;40.17
820;1;12;26
820;2;8;27.5
821;1;10;56.42
821;2;2;42.26
822;1;7;24.36
822;2;10;29.52
823;1;1;43.15
823;2;3;21.47
824;1;1;20.8
824;2;3;25.66
825;1;13;27.03
825;2;8;25.87
826;1;1;20.8
826;2;2;25.66
827;1;5;36.56
827;2;2;44.29
828;1;5;23.86
828;2;20;22.73
829;1;5;63.14
829;2;2;20.8
830;1;5;23.86
830;2;25;16.6
831;1;2;20.8
831;2;1;20.8
832;1;1;48.49
832;2;5;39.83
833;1;2;27.52
833;2;4;31.51
834;1;42;13.36
834;2;7;14.08
835;1;1;40.17
835;2;3;45.97
836;1;3;46.67
836;2;4;20.97
837;1;4;18.91
837;2;25;25
838;1;5;84.77
838;2;6;15.99
839;1;6;21.72
839;2;19;21.72
840;1;1;20.8
840;2;1;20.8
841;1;4;32.75
841;2;2;10.5
842;1;1;22.73
842;2;19;37.42
843;1;5;38.2
843;2;7;68.99
844;1;26;53.32
844;2;2;22.56
845;1;6;25.17
845;2;9;37.4
846;1;3;26.5
846;2;4;36.5
847;1;8;52.14
847;2;18;50.21
848;1;5;43.22
848;2;2;25.66
849;1;7;31.6
849;2;2;25.66
850;1;1;25.66
850;2;4;22.56
851;1;25;25.02
851;2;10;26
852;1;32;52.52
852;2;10;58.52
853;1;8;27.22
853;2;13;25.17
854;1;3;44.5
854;2;1;30
855;1;1;22.73
855;2;5;16.6
856;1;3;46.42
856;2;1;74.13
857;1;1;20.8
857;2;7;62.73
858;1;8;18.45
858;2;16;16.75
859;1;3;25.17
859;2;3;40.46
860;1;1;83.15
860;2;1;64.72
861;1;12;25.17
861;2;7;33.57
862;1;25;43.32
862;2;2;46.32
863;1;6;72.98
863;2;2;20.8
864;1;12;73.22
864;2;1;62.26
865;1;1;59.67
865;2;2;44.07
866;1;2;27.52
866;2;1;25.66
867;1;12;35.77
867;2;1;44.35
868;1;1;23.91
868;2;5;16.76
869;1;9;15.5
869;2;3;25
870;1;2;51.9
870;2;2;83.22
871;1;53;126.86
871;2;14;43.28
872;1;10;31.68
872;2;16;25.17
873;1;1;82.64
873;2;2;48.11
874;1;1;20.8
874;2;7;22.02
875;1;9;42.45
875;2;2;20.8
876;1;1;27.91
876;2;1;20.8
877;1;3;62.57
877;2;1;58.36
878;1;8;55.02
878;2;10;41.77
879;1;24;48.57
879;2;3;33.07
880;1;1;50.18
880;2;7;40.16
881;1;1;20.8
881;2;3;34.98
882;1;10;50
882;2;36;30.18
883;1;5;47.22
883;2;1;66.96
884;1;1;22.56
884;2;1;20.8
885;1;1;34.17
885;2;6;20.59
886;1;10;53.4
886;2;4;16.76
887;1;18;31.65
887;2;59;36.8
888;1;30;19.08
888;2;2;19.75
889;1;4;23.99
889;2;4;28.57
890;1;1;20.8
890;2;1;25.66
891;1;5;31.6
891;2;21;66.87
892;1;3;69.75
892;2;5;39.08
893;1;1;21.6
893;2;1;79.15
894;1;20;25
894;2;11;33.5
895;1;2;46.68
895;2;2;54.92
896;1;9;99.12
896;2;24;70.61
897;1;3;20.8
897;2;2;11.6
898;1;4;28.99
898;2;16;20.8
899;1;11;27.35
899;2;76;105.9
900;1;3;19.66
900;2;2;29.02
901;1;4;52.71
901;2;7;32.39
902;1;12;44.92
902;2;7;64.42
903;1;2;15.88
903;2;9;50.08
904;1;1;41.47
904;2;1;20.8
905;1;4;47
905;2;12;62.07
906;1;2;37.4
906;2;3;37.56
907;1;3;28.2
907;2;1;41.46
908;1;7;20.8
908;2;12;39.88
909;1;1;27.52
909;2;3;20.8
910;1;3;20.8
910;2;4;27.52
911;1;1;20.8
911;2;11;20.66
912;1;9;58.62
912;2;11;41.18
913;1;2;20.8
913;2;5;20.8
914;1;5;50.83
914;2;2;33.51
915;1;6;37.26
915;2;3;73.96
916;1;41;20.66
916;2;16;59.04
917;1;2;27.52
917;2;1;25.66
918;1;1;27.52
918;2;3;25.66
919;1;2;41.77
919;2;3;22.56
920;1;1;20.8
920;2;1;20.8
921;1;13;31.51
921;2;22;16.76
922;1;1;20.8
922;2;1;30
923;1;11;80.65
923;2;5;43.55
924;1;3;45.8
924;2;1;68.05
925;1;13;135.75
925;2;16;144.45
926;1;1;50.68
926;2;12;43.45
927;1;1;51.31
927;2;1;16.6
928;1;3;20.8
928;2;1;20.8
929;1;3;31.51
929;2;5;66.4
930;1;1;20.8
930;2;2;25.66
931;1;6;41.93
931;2;1;33.52
932;1;9;98.5
932;2;2;53.5
933;1;12;25.66
933;2;4;25
934;1;1;33.53
934;2;1;25.66
935;1;1;25.8
935;2;1;21.6
936;1;2;20.8
936;2;2;23.99
937;1;6;16.6
937;2;13;22.02
938;1;7;35.77
938;2;2;35.59
939;1;3;34.36
939;2;2;36.47
940;1;7;30
940;2;13;20.8
941;1;1;90.9
941;2;1;77.9
942;1;4;40
942;2;1;20.8
943;1;2;45.8
943;2;4;18.11
944;1;1;20.8
944;2;2;33.57
945;1;2;27.06
945;2;7;20.8
946;1;4;212.35
946;2;1;77.3
947;1;2;20.8
947;2;4;22.56
948;1;1;64.92
948;2;1;70.39
949;1;3;22.52
949;2;1;41.46
950;1;86;25
950;2;9;33.52
951;1;1;62.82
951;2;1;57.94
952;1;1;84.47
952;2;2;53.36
953;1;10;41.65
953;2;6;33.1
954;1;2;38.2
954;2;4;50.37
955;1;3;23.11
955;2;5;16.6
956;1;7;23.91
956;2;2;28.99
957;1;3;61.05
957;2;8;30.01
958;1;9;68.43
958;2;7;38.64
959;1;16;50.34
959;2;13;47.9
960;1;13;39.39
960;2;5;75
961;1;2;15.8
961;2;1;28.99
962;1;15;80.04
962;2;1;27.52
963;1;1;41.97
963;2;2;31.97
964;1;1;20.8
964;2;2;16.6
965;1;2;23.9
965;2;1;25
966;1;15;45.77
966;2;28;48.52
967;1;8;70.49
967;2;6;41.61
968;1;1;25.17
968;2;5;33.12
969;1;12;25
969;2;27;58.98
970;1;1;45.8
970;2;5;54.8
971;1;4;78.41
971;2;15;44.07
972;1;11;63.31
972;2;6;69.14
973;1;2;52.52
973;2;1;62.26
974;1;2;31.05
974;2;2;43.91
975;1;1;43.91
975;2;1;45.48
976;1;2;38.53
976;2;1;54.37
977;1;4;68.85
977;2;3;61.97
978;1;1;50.08
978;2;2;58.57
979;1;1;60.51
979;2;2;93.45
980;1;2;41.57
980;2;1;37.4
981;1;2;25.66
981;2;1;25.66
982;1;1;22.73
982;2;2;15.59
983;1;6;32.95
983;2;64;32.95
984;1;25;20.17
984;2;10;36.53
985;1;58;44.05
985;2;32;45.91
986;1;3;11.76
986;2;4;33.09
987;1;3;20.8
987;2;5;41.6
988;1;2;59.96
988;2;1;60.35
989;1;30;47.39
989;2;7;16.76
990;1;1;30
990;2;1;41.6
991;1;1;78.85
991;2;2;76.01
992;1;1;20.8
992;2;3;41.6
993;1;1;50.8
993;2;1;43.53
994;1;2;25.17
994;2;1;38.49
995;1;9;30.01
995;2;11;25.17
996;1;1;20.8
996;2;1;70.2
997;1;9;37.42
997;2;5;47.73
998;1;22;80.93
998;2;20;67.65
999;1;16;25.02
999;2;7;25.02
1000;1;3;27.52
1000;2;2;58.08
1001;1;1;20.8
1001;2;1;25.66
1002;1;1;20.8
1002;2;1;22.9
1003;1;15;58.69
1003;2;8;27.73
1004;1;7;31.6
1004;2;3;25.66
1005;1;2;78.8
1005;2;1;33.52
1006;1;5;27.52
1006;2;3;22.56
1007;1;3;48.4
1007;2;4;34.02
1008;1;1;27.52
1008;2;14;37.42
1009;1;1;40.8
1009;2;4;33.52
1010;1;5;21.6
1010;2;3;25.66
1011;1;11;42
1011;2;3;30.08
1012;1;12;30.7
1012;2;38;30.25
1013;1;3;38.35
1013;2;4;34.53
1014;1;4;56.4
1014;2;1;25.17
1015;1;8;35.67
1015;2;14;36.35
1016;1;6;38.44
1016;2;7;16.76
1017;1;10;48.13
1017;2;17;41.77
1018;1;4;70.88
1018;2;1;33.52
1019;1;1;20.8
1019;2;5;20.66
1020;1;1;20.8
1020;2;1;22.56
1021;1;1;28.99
1021;2;1;46.25
1022;1;1;49.33
1022;2;6;56.05
1023;1;15;38.87
1023;2;8;25.17
1024;1;4;21.6
1024;2;3;25.66
1025;1;1;43.36
1025;2;2;20.8
1026;1;8;64.92
1026;2;3;71.22
1027;1;3;60.42
1027;2;9;66.35
1028;1;1;25.17
1028;2;6;22.56
1029;1;3;67.95
1029;2;7;58.09
1030;1;5;34.86
1030;2;1;102.07
1031;1;2;15.8
1031;2;3;43.91
1032;1;3;45.8
1032;2;5;54.8
1033;1;1;43.36
1033;2;1;34.74
1034;1;1;56.31
1034;2;1;42.26
1035;1;18;16.39
1035;2;55;12.39
1036;1;1;30
1036;2;1;25.8
1037;1;2;56.73
1037;2;9;72.56
1038;1;1;20.8
1038;2;1;21.6
1039;1;1;20.8
1039;2;3;20.8
1040;1;1;20.8
1040;2;1;20.8
1041;1;3;35.62
1041;2;1;39.89
1042;1;1;38.36
1042;2;3;45.83
1043;1;1;47.69
1043;2;2;37.09
1044;1;10;25
1044;2;5;22.56
1045;1;24;42.1
1045;2;28;18.95
1046;1;4;25
1046;2;6;23.36
1047;1;27;35.13
1047;2;16;99.01
1048;1;1;58.2
1048;2;1;26.6
1049;1;6;64.88
1049;2;5;43.22
1050;1;13;52.59
1050;2;24;22.17
1051;1;1;38.35
1051;2;2;20.8
1052;1;7;57.99
1052;2;1;75.49
1053;1;17;87.4
1053;2;1;75.51
1054;1;20;91.68
1054;2;46;78.46
1055;1;6;20.66
1055;2;1;46.32
1056;1;9;68.95
1056;2;2;62.12
1057;1;2;21.68
1057;2;1;66.6
1058;1;11;94.41
1058;2;11;56.64
1059;1;1;20.8
1059;2;4;41.81
1060;1;11;28.49
1060;2;2;33.49
1061;1;2;54.21
1061;2;1;4.41
1062;1;7;54.06
1062;2;3;16.47
1063;1;7;41.6
1063;2;2;41.6
1064;1;1;20.8
1064;2;4;20.8
1065;1;4;27.52
1065;2;3;20.66
1066;1;2;28.99
1066;2;2;20.17
1067;1;1;20.8
1067;2;2;28.99
1068;1;4;16.6
1068;2;3;16.6
1069;1;36;36.6
1069;2;7;20.8
1070;1;2;16.76
1070;2;2;16.76
1071;1;2;49.79
1071;2;22;38.35
1072;1;1;62.44
1072;2;2;20.8
1073;1;1;22.56
1073;2;1;16.6
1074;1;1;20.8
1074;2;2;20.8
1075;1;6;24.24
1075;2;1;20.8
1076;1;7;37.4
1076;2;5;44.29
1077;1;5;38.2
1077;2;10;60.3
1078;1;6;20.59
1078;2;27;42.86
1079;1;3;21.76
1079;2;2;27.31
1080;1;1;28.99
1080;2;1;85.13
1081;1;8;78.75
1081;2;6;57.36
1082;1;1;44.9
1082;2;1;71.4
1083;1;38;23.11
1083;2;3;52.52
1084;1;4;41.89
1084;2;5;64.43
1085;1;5;54.94
1085;2;7;28.88
1086;1;3;15.8
1086;2;5;25.66
1087;1;2;50
1087;2;1;35.07
1088;1;1;20.8
1088;2;8;36.65
1089;1;1;41.6
1089;2;2;16.6
1090;1;1;63.36
1090;2;2;45.99
1091;1;8;17.27
1091;2;19;22.02
1092;1;3;20.8
1092;2;1;20.8
1093;1;2;40.97
1093;2;3;25.66
1094;1;3;51.27
1094;2;5;45.35
1095;1;3;28.99
1095;2;14;22.56
1096;1;5;55
1096;2;5;21.6
1097;1;2;38.91
1097;2;1;62.43
1098;1;1;82.78
1098;2;2;67.4
1099;1;2;50.08
1099;2;4;31.97
1100;1;3;79.22
1100;2;2;33.15
1101;1;8;58.2
1101;2;1;40.97
1102;1;5;56.32
1102;2;2;28.36
1103;1;3;45.59
1103;2;27;16.6
1104;1;4;20.59
1104;2;2;16.6
1105;1;5;20.8
1105;2;61;69.12
1106;1;6;79.75
1106;2;4;33.2
1107;1;6;48.12
1107;2;1;33.04
1108;1;9;21.6
1108;2;7;94.25
1109;1;4;20.8
1109;2;1;25.66
1110;1;3;28.99
1110;2;3;25
1111;1;1;20.8
1111;2;2;34.41
1112;1;2;28.99
1112;2;7;35.83
1113;1;4;20.8
1113;2;3;20.8
1114;1;5;43.36
1114;2;1;61.2
1115;1;2;75.22
1115;2;1;77.27
1116;1;3;61.4
1116;2;1;38.2
1117;1;7;60.51
1117;2;1;36.5
1118;1;2;47.56
1118;2;6;25.17
1119;1;22;48.8
1119;2;19;36.86
1120;1;1;22.56
1120;2;3;25.17
1121;1;3;20.8
1121;2;2;20.8
1122;1;14;58.16
1122;2;1;25.17
1123;1;33;33.57
1123;2;5;50.18
1124;1;7;83.63
1124;2;7;57.98
1125;1;2;45.59
1125;2;1;25.17
1126;1;5;25.66
1126;2;3;33.57
1127;1;3;73.72
1127;2;3;20.99
1128;1;3;43.22
1128;2;9;33.2
1129;1;1;20.8
1129;2;3;57.36
1130;1;1;90.16
1130;2;11;76.79
1131;1;4;15.5
1131;2;3;57.1
1132;1;7;16.76
1132;2;1;20.8
1133;1;50;29.17
1133;2;89;36.86
1134;1;2;44.79
1134;2;1;44.79
1135;1;6;41.77
1135;2;2;46.32
1136;1;13;53.3
1136;2;1;69.4
1137;1;2;56.31
1137;2;1;16.6
1138;1;21;49.96
1138;2;3;62.88
1139;1;3;30
1139;2;1;11.6
1140;1;1;55.22
1140;2;19;41.98
1141;1;20;27.59
1141;2;11;66.97
1142;1;1;38.53
1142;2;6;25
1143;1;3;76.85
1143;2;6;42.05
1144;1;8;23.9
1144;2;9;41.97
1145;1;3;37.4
1145;2;1;22.56
1146;1;2;15.8
1146;2;3;43.87
1147;1;1;43.36
1147;2;1;20.8
1148;1;1;20.8
1148;2;3;30.01
1149;1;2;64.16
1149;2;2;20.8
1150;1;1;70.88
1150;2;3;45.69
1151;1;3;33.53
1151;2;23;33.49
1152;1;1;55.04
1152;2;1;48.07
1153;1;2;34.23
1153;2;2;20.8
1154;1;17;12.56
1154;2;20;17.52
1155;1;2;45.98
1155;2;1;20.8
1156;1;6;106.68
1156;2;6;37.76
1157;1;1;20.8
1157;2;2;17.56
1158;1;20;33.11
1158;2;5;50.17
1159;1;4;27.52
1159;2;9;16.76
1160;1;2;20.8
1160;2;1;15.8
1161;1;21;51.79
1161;2;9;65.07
1162;1;5;48.74
1162;2;3;25.17
1163;1;2;62.23
1163;2;2;122.95
1164;1;1;20.8
1164;2;1;27.52
1165;1;17;37.27
1165;2;11;22.17
1166;1;18;37.4
1166;2;10;34.36
1167;1;1;20.8
1167;2;1;20.8
1168;1;1;41.6
1168;2;2;29.2
1169;1;23;16.76
1169;2;6;22.17
1170;1;3;20.8
1170;2;4;65.08
1171;1;1;20.8
1171;2;1;20.8
1172;1;1;20.8
1172;2;4;41.6
1173;1;3;62.4
1173;2;10;34.17
1174;1;12;21.72
1174;2;14;15.5
1175;1;1;51.72
1175;2;1;20.8
1176;1;5;39.55
1176;2;7;60.52
1177;1;3;25.66
1177;2;1;16.76
1178;1;4;22.9
1178;2;5;20.8
1179;1;1;73.32
1179;2;3;136.44
1180;1;8;46.11
1180;2;10;22.17
1181;1;1;30.18
1181;2;1;20.8
1182;1;1;25.17
1182;2;12;25.17
1183;1;10;27.35
1183;2;37;12.18
1184;1;2;105.75
1184;2;1;75.95
1185;1;1;30.12
1185;2;1;35.51
1186;1;1;21.6
1186;2;1;58.62
1187;1;2;22.56
1187;2;2;25.66
1188;1;10;22.27
1188;2;1;40.76
1189;1;1;20.8
1189;2;1;23.9
1190;1;3;51.13
1190;2;44;36.07
1191;1;1;27.52
1191;2;3;27.52
1192;1;25;23.28
1192;2;18;31.46
1193;1;1;27.52
1193;2;3;82.02
1194;1;10;44.8
1194;2;7;54.37
1195;1;6;51.02
1195;2;14;46.6
1196;1;1;25.17
1196;2;4;19.08
1197;1;12;87.03
1197;2;45;38.28
1198;1;1;79.32
1198;2;9;35.83
1199;1;6;19.75
1199;2;12;66.58
1200;1;2;78.44
1200;2;3;63.88
1201;1;3;49.86
1201;2;2;41.77
1202;1;13;33.49
1202;2;4;61.78
1203;1;4;49.78
1203;2;8;21.6
1204;1;1;41.6
1204;2;1;68.74
1205;1;1;31.47
1205;2;1;21.76
1206;1;5;70.77
1206;2;5;99.09
1207;1;12;27.51
1207;2;3;72.87
1208;1;4;33.2
1208;2;1;20.17
1209;1;12;33.53
1209;2;20;33.49
1210;1;3;63.53
1210;2;3;66.68
1211;1;1;25.17
1211;2;2;25.66
1212;1;1;20.8
1212;2;1;62.27
1213;1;1;37.4
1213;2;1;21.6
1214;1;3;79.07
1214;2;2;25.66
1215;1;5;27.9
1215;2;1;37.05
1216;1;10;50.91
1216;2;6;46.81
1217;1;5;56.27
1217;2;16;16.6
1218;1;3;49.97
1218;2;2;20.8
1219;1;2;22.56
1219;2;2;25.66
1220;1;14;49.81
1220;2;31;22.27
1221;1;1;20.8
1221;2;1;20.8
1222;1;2;20.8
1222;2;1;30.01
1223;1;1;74.27
1223;2;2;41.6
1224;1;5;15.8
1224;2;12;16.76
1225;1;2;68.33
1225;2;3;20.8
1226;1;2;32.22
1226;2;4;60.5
1227;1;1;27.52
1227;2;1;22.56
1228;1;1;71.7
1228;2;2;93.35
1229;1;4;39.16
1229;2;64;75
1230;1;4;27.52
1230;2;3;25.66
1231;1;1;82.1
1231;2;6;37.35
1232;1;22;58.68
1232;2;15;42.52
1233;1;2;28.57
1233;2;8;39.73
1234;1;8;20.8
1234;2;3;25
1235;1;2;105.55
1235;2;1;105.55
1236;1;1;20.8
1236;2;1;41.6
1237;1;9;44.91
1237;2;4;73.18
1238;1;10;27.27
1238;2;3;33.2
1239;1;9;25.17
1239;2;9;33.52
1240;1;2;50.59
1240;2;1;49.96
1241;1;1;41.6
1241;2;3;36.6
1242;1;1;38.32
1242;2;3;25.17
1243;1;1;33.53
1243;2;1;44.29
1244;1;1;20.8
1244;2;1;20.8
1245;1;3;31.6
1245;2;10;41.6
1246;1;3;16.6
1246;2;5;43.22
1247;1;3;47.56
1247;2;9;57.02
1248;1;4;75.26
1248;2;1;42.27
1249;1;2;29.96
1249;2;14;20.8
1250;1;2;20.8
1250;2;1;33.53
1251;1;26;16.6
1251;2;8;16.76
1252;1;4;20.59
1252;2;2;25.17
1253;1;8;59.09
1253;2;2;33.55
1254;1;7;25.66
1254;2;2;32.69
1255;1;6;25.66
1255;2;1;69.12
1256;1;3;46.32
1256;2;1;132.4
1257;1;4;48.32
1257;2;11;41.93
1258;1;2;20.8
1258;2;2;25.66
1259;1;1;22.56
1259;2;12;45.66
1260;1;2;45.8
1260;2;1;46.32
1261;1;1;37.4
1261;2;1;50.84
1262;1;1;49.79
1262;2;1;25.66
1263;1;3;78.86
1263;2;6;38.78
1264;1;16;41.6
1264;2;1;21.6
1265;1;1;20.8
1265;2;1;20.8
1266;1;1;24.79
1266;2;5;16.75
1267;1;10;47.73
1267;2;2;20.8
1268;1;3;20.8
1268;2;1;23.9
1269;1;11;25.17
1269;2;4;25.8
1270;1;1;20.8
1270;2;1;20.8
1271;1;1;20.8
1271;2;3;33.04
1272;1;4;25.17
1272;2;3;16.76
1273;1;8;63.72
1273;2;2;103.78
1274;1;3;54.96
1274;2;4;58.18
1275;1;1;211.98
1275;2;1;36.5
1276;1;3;16.76
1276;2;15;25.17
1277;1;2;20.8
1277;2;2;20.8
1278;1;5;73.18
1278;2;4;49.76
1279;1;7;41.65
1279;2;3;33.35
1280;1;41;69.08
1280;2;38;95.46
1281;1;3;25
1281;2;1;16.6
1282;1;7;20.8
1282;2;3;25.66
1283;1;46;33.36
1283;2;2;45.59
1284;1;3;18.99
1284;2;4;25.66
1285;1;9;83.16
1285;2;7;66.77
1286;1;1;23.91
1286;2;4;30
1287;1;16;16.75
1287;2;9;22.04
1288;1;1;58
1288;2;1;29.5
1289;1;2;34.17
1289;2;5;58.68
1290;1;4;20.8
1290;2;3;20.8
1291;1;1;27.52
1291;2;1;22.56
1292;1;2;42.32
1292;2;2;20.97
1293;1;2;25
1293;2;1;47.73
1294;1;1;20.8
1294;2;3;27.52
1295;1;1;70.59
1295;2;7;70.7
1296;1;4;28.98
1296;2;1;25.02
1297;1;11;50.11
1297;2;10;83.24
1298;1;2;20.8
1298;2;1;25.66
1299;1;2;20.8
1299;2;3;20.8
1300;1;16;50.19
1300;2;11;25
1301;1;2;20.8
1301;2;9;20.8
1302;1;3;15.8
1302;2;13;18.14
1303;1;12;0.17
1303;2;24;25.17
1304;1;3;25.17
1304;2;2;18.49
1305;1;1;30
1305;2;1;18.99
1306;1;13;20.59
1306;2;3;58.55
1307;1;9;15.17
1307;2;2;12.27
1308;1;6;44.54
1308;2;3;20.59
1309;1;4;20.8
1309;2;2;20.8
1310;1;2;22.73
1310;2;1;22.73
1311;1;1;38.2
1311;2;1;34.17
1312;1;5;27.69
1312;2;5;34.71
1313;1;3;62.13
1313;2;6;72.44
1314;1;4;21.6
1314;2;2;25
1315;1;4;20.8
1315;2;8;43.91
1316;1;19;62.37
1316;2;8;20.8
1317;1;1;20.8
1317;2;1;20.8
1318;1;11;22.52
1318;2;6;49.8
1319;1;2;23.11
1319;2;2;21.6
1320;1;2;20.8
1320;2;1;37.42
1321;1;1;108.27
1321;2;9;78.87
1322;1;1;20.8
1322;2;3;16.6
1323;1;5;37.42
1323;2;1;45.12
1324;1;12;74.04
1324;2;3;66.52
1325;1;3;54.31
1325;2;6;20.8
1326;1;1;66.77
1326;2;1;62.19
1327;1;1;45.8
1327;2;2;47.9
1328;1;17;59.74
1328;2;3;41.56
1329;1;2;25.66
1329;2;3;25.66
1330;1;1;54.42
1330;2;4;86.04
1331;1;9;99.86
1331;2;5;124.88
1332;1;4;91
1332;2;7;96.45
1333;1;1;45.8
1333;2;4;93.35
1334;1;9;63.2
1334;2;1;39.45
1335;1;2;80.42
1335;2;1;78.46
1336;1;9;20.59
1336;2;2;31.3
1337;1;5;26
1337;2;2;38.2
1338;1;2;62.28
1338;2;3;76.58
1339;1;6;56.61
1339;2;3;35.96
1340;1;11;36.05
1340;2;6;87.51
1341;1;2;25.17
1341;2;5;41.46
1342;1;2;43.91
1342;2;2;21.6
1343;1;1;20.8
1343;2;2;20.8
1344;1;1;91.56
1344;2;1;25.17
1345;1;1;37.4
1345;2;1;37.4
1346;1;2;23.91
1346;2;2;18.91
1347;1;6;22.56
1347;2;4;23.9
1348;1;1;39.71
1348;2;1;57.13
1349;1;1;28.99
1349;2;17;55.93
1350;1;1;22.52
1350;2;6;27.52
1351;1;1;20.8
1351;2;2;16.6
1352;1;1;20.8
1352;2;1;25.66
1353;1;25;15.99
1353;2;1;16.6
1354;1;1;20.8
1354;2;2;20.8
1355;1;1;38.11
1355;2;7;45.84
1356;1;2;37.4
1356;2;1;41.97
1357;1;4;28.99
1357;2;1;20.8
1358;1;2;25.66
1358;2;5;16.76
1359;1;3;20.8
1359;2;5;25.66
1360;1;2;15.8
1360;2;5;25.59
1361;1;1;20.8
1361;2;4;20.8
1362;1;1;39.71
1362;2;1;42.35
1363;1;2;63.06
1363;2;1;25.66
1364;1;2;21.6
1364;2;2;25.66
1365;1;1;16.6
1365;2;3;20.8
1366;1;1;33.15
1366;2;2;57.94
1367;1;28;25
1367;2;4;45.59
